zzzsSt,vrsta,oe,tip,sifOe,naziv,naslov,posta,tel,splStran
7139250,Zasebni,OE LJUBLJANA,"Družinski, otroški in šolski zdravnik",250000,DRUŽINSKA MEDICINA DR. ANJA ČERNE - ZASEBNA ZDRAVNICA,VIDEM 17,1262 DOL PRI LJUBLJANI,068 696 622,http://www.medicina-cerne.si/
4348356,Zasebni,OE LJUBLJANA,"Družinski, otroški in šolski zdravnik",250000,"ERNA SAJOVIC ROGLIČ, DR. MED., SPEC. SPL. MED., ZASEBNA AMBULANTA DRUŽINSKE MEDICINE, CESTA ZMAGE 1, 1410 ZAGORJE OB SAVI",CESTA ZMAGE 1,1410 ZAGORJE OB SAVI,,http://ezdravnik.si/zdravnik/erna-sajovic/
303793,Zasebni,OE LJUBLJANA,"Družinski, otroški in šolski zdravnik",250000,ESKULAP DRUŽBA ZA ZDRAVSTVENE STORITVE D.O.O.,REDELONGHIJEVA ULICA 12,1000 LJUBLJANA,01 281 13 76,http://www.eskulap.si
3236168,Zasebni,OE LJUBLJANA,"Družinski, otroški in šolski zdravnik",250000,FTIČAR TEREZIJA - ZASEBNA AMBULANTA ZA OTROKE IN MLADINO,NOVI TRG 26,1241 KAMNIK,01 831 86 39,https://ambulanta-fticar.eu/
3089360,Zasebni,OE LJUBLJANA,"Družinski, otroški in šolski zdravnik",250000,GABRIEL IGOR - SPLOŠNA AMBULANTA PODPEČ,JEZERO 1,1352 PRESERJE,(01)363 30 56,https://www.zdravniki-zobozdravniki.net/clan/Igor-GABRIEL-792/
5783502,Zasebni,OE LJUBLJANA,"Družinski, otroški in šolski zdravnik",250000,"GALENIA, AMBULANTNA DIAGNOSTIKA IN ZDRAVLJENJE, D.O.O.",ČUČKOVA ULICA 17,1000 LJUBLJANA,01 363 41 76,http://www.galenia.si/
3416705,Zasebni,OE LJUBLJANA,"Družinski, otroški in šolski zdravnik",250000,GROSEK PŠENIČNIK MARJANA - ORDINACIJA SPLOŠNE MEDICINE,DUNAJSKA CESTA 22,1000 LJUBLJANA,,https://www.zdravniki-zobozdravniki.net/clan/marjana-grosek-psenicnik-558/
3221804,Zasebni,OE LJUBLJANA,"Družinski, otroški in šolski zdravnik",250000,GRUJIČIĆ DRAGAN - AMBULANTA SPLOŠNE MEDICINE,KOPITARJEV TRG 1,1217 VODICE,(01) 832 40 88,https://www.zdravniki-zobozdravniki.net/clan/Dragan-GRUJICIC-384/
3209012,Zasebni,OE LJUBLJANA,"Družinski, otroški in šolski zdravnik",250000,HOSTNIK BOŠTJAN - SPLOŠNA AMBULANTA,TBILISIJSKA ULICA 59,1000 LJUBLJANA,,http://www.zdravniki-zobozdravniki.net/clan/Bostjan-HOSTNIK-709/
3208983,Zasebni,OE LJUBLJANA,"Družinski, otroški in šolski zdravnik",250000,JEREB MATJAŽ - AMBULANTA SPLOŠNE MEDICINE,METELKOVA ULICA 15,1000 LJUBLJANA,01 439 86 40,https://www.zdravniki-zobozdravniki.net/clan/Matjaz-JEREB-1135/
3156038,Zasebni,OE LJUBLJANA,"Družinski, otroški in šolski zdravnik",250000,JEZERC KRIŽANIČ TATJANA - ORDINACIJA SPLOŠNE MEDICINE,KOČEVSKA CESTA 25,1291 ŠKOFLJICA,01 366 31 20,http://www.ordinacija.jezerc
5736663,Zasebni,OE LJUBLJANA,"Družinski, otroški in šolski zdravnik",250000,"JUVENTINA CLINIC, SPECIALISTIČNA ZUNAJBOLNIŠNIČNA ZDRAVSTVENA DEJAVNOST D.O.O.",VILHARJEV PODHOD 7,1000 LJUBLJANA,,http://www.juventina.si
5827275,Zasebni,OE LJUBLJANA,"Družinski, otroški in šolski zdravnik",250000,KATARINA PLANINEC - AMBULANTA DRUŽINSKE MEDICINE,NOVA POT 5,1351 BREZOVICA PRI LJUBLJANI,01 363 41 77,http://www.ambulanta-brezovica.si
4491420,Zasebni,OE LJUBLJANA,"Družinski, otroški in šolski zdravnik",250000,"KLINIKA DOKTOR 24, ZASEBNA ZDRAVSTVENA ORDINACIJA, D.O.O.",SAVSKA CESTA 3,1000 LJUBLJANA,,
3156041,Zasebni,OE LJUBLJANA,"Družinski, otroški in šolski zdravnik",250000,KMET JANEZ - ORDINACIJA SPLOŠNE MEDICINE,TBILISIJSKA ULICA 89,1000 LJUBLJANA,(01) 423 81 30,https://www.zdravniki-zobozdravniki.net/clan/Janez-KMET-221/
3123444,Zasebni,OE LJUBLJANA,"Družinski, otroški in šolski zdravnik",250000,KOVAČ MOHAR GABRIJELA - AMBULANTA ZA SPLOŠNO MEDICINO IN AKUPUNKTURO,ZORANINA ULICA 3,1234 MENGEŠ,01 / 723 09 50,http://www.ambulanta-kovac-mohar.si
3208680,Zasebni,OE LJUBLJANA,"Družinski, otroški in šolski zdravnik",250000,KRALJ ROMAN - ZASEBNA AMBULANTA SPLOŠNE MEDICINE,CESTA ZMAGE 1,1410 ZAGORJE OB SAVI,03 565 50 13,http://www.zdravniki-zobozdravniki.net/clan/Roman-KRALJ-445/
3193466,Zasebni,OE LJUBLJANA,"Družinski, otroški in šolski zdravnik",250000,KRALJ ZLATKA - ZASEBNA SPLOŠNA ORDINACIJA,ZALOŠKA CESTA 149,1000 LJUBLJANA,01 431 52 52,https://ordinacijakralj.weebly.com/
4492625,Zasebni,OE LJUBLJANA,"Družinski, otroški in šolski zdravnik",250000,KUŠAR PRIMOŽ - AMBULANTA DRUŽINSKE MEDICINE POLHOV GRADEC,POLHOV GRADEC 13,1355 POLHOV GRADEC,01 364 03 36,https://www.zdravniki-zobozdravniki.net/
4223803,Zasebni,OE LJUBLJANA,"Družinski, otroški in šolski zdravnik",250000,"LANTANA - ZDRAVSTVENE STORITVE, D.O.O.",ZASAVSKA CESTA 3,1270 LITIJA,01 898 11 93,http://www.lantana.si
3137288,Zasebni,OE LJUBLJANA,"Družinski, otroški in šolski zdravnik",250000,LAVRENČIČ DAROSLAV DARKO - ZASEBNA SPLOŠNA AMBULANTA,CESTA 6. MAJA 11,1360 VRHNIKA,041 642 240,https://www.med-lavrencic.si
2663360,Zasebni,OE LJUBLJANA,"Družinski, otroški in šolski zdravnik",250000,LOLIĆ DAMIR - AMBULANTA SPLOŠNE MEDICINE,ROŠKA CESTA 18,1330 KOČEVJE,01/893 15 26,https://www.zdkocevje.si/portfolio-view/lolic-damir-spec-druz-med/
2905806,Zasebni,OE LJUBLJANA,"Družinski, otroški in šolski zdravnik",250000,LOLIČ VERICA - ORDINACIJA SPLOŠNE MEDICINE,ROŠKA CESTA 22,1330 KOČEVJE,01 893 02 47,https://www.zdkocevje.si/portfolio-view/dr-verica-lolic/
3123489,Zasebni,OE LJUBLJANA,"Družinski, otroški in šolski zdravnik",250000,LOŽAR OLGA - SPLOŠNA AMBULANTA ZGORNJE JARŠE,KAMNIŠKA CESTA 24,1235 RADOMLJE,01 721 00 90,https://www.zdravniki-zobozdravniki.net/clan/Olga-LOZAR-337/
2681670,Zasebni,OE LJUBLJANA,"Družinski, otroški in šolski zdravnik",250000,"MEDI CENTER ZDRAVSTVENI CENTER, D.O.O.",TOPNIŠKA ULICA 4,1000 LJUBLJANA,,
7590259,Zasebni,OE LJUBLJANA,"Družinski, otroški in šolski zdravnik",250000,MEDICINSKI CENTER HUMANO D.O.O.,FINŽGARJEVA ULICA 4,1000 LJUBLJANA,01 429 27 77,https://www.itero.si/
5105114,Zasebni,OE LJUBLJANA,"Družinski, otroški in šolski zdravnik",250000,"MEDICOINTERNA, MEDICINSKE STORITVE IN SVETOVANJE, D.O.O.",ROŠKA CESTA 17,1330 KOČEVJE,,http://www.medicointerna.com
6273647,Zasebni,OE LJUBLJANA,"Družinski, otroški in šolski zdravnik",250000,"MELANIJA NIKIĆ GAČEŠA - ZASEBNA ZDRAVNICA, AMBULANTA DRUŽINSKE MEDICINE",ZORANINA ULICA 3,1234 MENGEŠ,01 724 39 90,http://www.ambulantagacesa.si
7012374,Zasebni,OE LJUBLJANA,"Družinski, otroški in šolski zdravnik",250000,"NINA LOKOVŠEK, AMBULANTA DRUŽINSKE MEDICINE",PODPEŠKA CESTA 380,1357 NOTRANJE GORICE,082 003 085,https://www.ambulanta-lokovsek.si/
2660347,Zasebni,OE LJUBLJANA,"Družinski, otroški in šolski zdravnik",250000,ODORČIĆ LIDIJA - ORDINACIJA SPLOŠNE MEDICINE,KEKČEVA ULICA 3,1330 KOČEVJE,01 893 11 30,http://www.ordinacija-odorcic.com/
7780044,Zasebni,OE LJUBLJANA,"Družinski, otroški in šolski zdravnik",250000,"OTROŠKI ZDRAVNIK, ZDRAVSTVENA DEJAVNOST, D.O.O.",DOLENJA BREZOVICA 11,1352 PRESERJE,082 014 091,https://dzdravje.si/otroskizdravnik/
5708833,Zasebni,OE LJUBLJANA,"Družinski, otroški in šolski zdravnik",250000,PEDIATRIJA HELENA MOLE,CESTA V MESTNI LOG 55,1000 LJUBLJANA,01 283 96 84,https://www.zdravniki-zobozdravniki.net/clan/Helena-MOLE-1286/
3434877,Zasebni,OE LJUBLJANA,"Družinski, otroški in šolski zdravnik",250000,PERŠIČ OJSTERŠEK ALENKA - ORDINACIJA SPLOŠNE MEDICINE,CESTA V MESTNI LOG 55,1000 LJUBLJANA,(01)521 13 51,https://www.zdravniki-zobozdravniki.net/clan/Alenka-PERSIC-OJSTERSEK-737/
3307417,Zasebni,OE LJUBLJANA,"Družinski, otroški in šolski zdravnik",250000,PLEŠNAR CVIRN DAMJANA - AMBULANTA SPLOŠNE MEDICINE,NOVI TRG 26 A,1241 KAMNIK,(01) 839 15 98,http://www.medkam.com
4226463,Zasebni,OE LJUBLJANA,"Družinski, otroški in šolski zdravnik",250000,"POTUŠEK KUHAR KATARINA, DR. MED. SPEC. PEDIATRIJE - ZASEBNA PEDIATRIČNA ORDINACIJA",NOVI DOM 11,1430 HRASTNIK,03 565 44 52,http://www.zdravniki-zobozdravniki.net
6083150,Zasebni,OE LJUBLJANA,"Družinski, otroški in šolski zdravnik",250000,PROMEDICO PLUS ZAVOD ZA ZDRAVSTVENE IN DRUGE STORITVE,SNEBERSKA CESTA 128 B,1260 LJUBLJANA - POLJE,(01) 759 13 06,http://www.promedico.si
6464867,Zasebni,OE LJUBLJANA,"Družinski, otroški in šolski zdravnik",250000,"REMEDIA ZDRAVSTVO, IZOBRAŽEVANJE IN SOCIALNE STORITVE D.O.O.",HRUŠEVSKA CESTA 6 A,1000 LJUBLJANA,01 286 38 33,https://dzdravje.si/remedia/
3234548,Zasebni,OE LJUBLJANA,"Družinski, otroški in šolski zdravnik",250000,ROJC PEČNIK VESNA - AMBULANTA SPLOŠNE MEDICINE,VODOVODNA CESTA 109,1000 LJUBLJANA,01 568 26 66,https://www.zdravniki-zobozdravniki.net/clan/Vesna-ROJC-PECNIK-777/
3194293,Zasebni,OE LJUBLJANA,"Družinski, otroški in šolski zdravnik",250000,RUS VALERIJA - ORDINACIJA SPLOŠNE MEDICINE,DOLSKO 55,1262 DOL PRI LJUBLJANI,01 564 71 56,https://www.zdravniki-zobozdravniki.net/clan/Valerija-RUS-1191/#ordinacija
3181668,Zasebni,OE LJUBLJANA,"Družinski, otroški in šolski zdravnik",250000,SIMČIČ POLAK MARJANA - ORDINACIJA SPLOŠNE MEDICINE,CESTA 24. JUNIJA 23,1231 LJUBLJANA - ČRNUČE,01 561 23 22,https://www.zdravniki-zobozdravniki.net/clan/Marjana-SIMCIC-POLAK-440/
4111996,Zasebni,OE LJUBLJANA,"Družinski, otroški in šolski zdravnik",250000,"SPLOŠNA AMBULANTA MARJAN LOBODA, DR.MED.",TROJANSKA CESTA 13,1225 LUKOVICA,01 723 50 00,https://www.zdravniki-zobozdravniki.net/clan/Marjan-LOBODA-863/
5561890,Zasebni,OE LJUBLJANA,"Družinski, otroški in šolski zdravnik",250000,SPLOŠNA MEDICINA STANISLAV OSTANEK DR. MED.SPEC.,BANIJA 4,1292 IG,,http://www.ambulanta-ostanek.si
8280570,Zasebni,OE LJUBLJANA,"Družinski, otroški in šolski zdravnik",250000,"STAR-MED, ZDRAVSTVENA DEJAVNOST, D.O.O.",PREŠERNOVA ULICA 11,1233 DOB,01/724 27 86,
478988,Zasebni,OE LJUBLJANA,"Družinski, otroški in šolski zdravnik",250000,"STUDIO R, SPECIALISTIČNA ZDRAVSTVENA DEJAVNOST SPLOŠNE MEDICINE, D.O.O.",RADIO CESTA 5,1230 DOMŽALE,051 400 080,https://dzdravje.si/studio-r/
5240811,Zasebni,OE LJUBLJANA,"Družinski, otroški in šolski zdravnik",250000,"TINA MODREJ ZADNIKAR, DR. MED. ADM AMBULANTA DRUŽINSKE MEDICINE",PRIJATELJEVA ULICA 2,1000 LJUBLJANA,(01) 422 29 15,http://www.adm.si
3485306,Zasebni,OE LJUBLJANA,"Družinski, otroški in šolski zdravnik",250000,TOMINEC MATEJA - ORDINACIJA SPLOŠNE MEDICINE,KOLINSKA ULICA 1,1000 LJUBLJANA,01 472 15 33,https://www.zdravniki-zobozdravniki.net/clan/Mateja-TOMINEC-82/
3123458,Zasebni,OE LJUBLJANA,"Družinski, otroški in šolski zdravnik",250000,TRŠINAR ALEKSANDER - ZASEBNA AMBULANTA ZA OTROKE,MESTNI TRG 2,1230 DOMŽALE,01 724 52 66,http://trsinar.si/
3631659,Zasebni,OE LJUBLJANA,"Družinski, otroški in šolski zdravnik",250000,UKMAR SONJA - ORDINACIJA DRUŽINSKE MEDICINE,CESTA NA BRDO 63,1000 LJUBLJANA,01 257 66 90,http://www.ordinacija-ukmar.si/
3122955,Zasebni,OE LJUBLJANA,"Družinski, otroški in šolski zdravnik",250000,ZAJC KRAŠEVEC MOJCA - ZASEBNA ORDINACIJA,MESTNI TRG 2,1230 DOMŽALE,01 724 82 22,https://www.zdravniki-zobozdravniki.net/clan/Mojca-ZAJC-KRASEVEC-409/
4223419,Zasebni,OE LJUBLJANA,"Družinski, otroški in šolski zdravnik",250000,"ZASEBNA AMBULANTA AMNA SARAJLIĆ, DR. MED., SPEC. SPL. MED.",TRG BORCEV NOB 13,1431 DOL PRI HRASTNIKU,"03 564 88 27, 03 565 44 70",https://www.zdravniki-zobozdravniki.net/clan/Amna-SARAJLIC-1002/
4681278,Zasebni,OE LJUBLJANA,"Družinski, otroški in šolski zdravnik",250000,"ZASEBNA AMBULANTA DRUŽINSKE MEDICINE - FRANC NOVAK, DR. MED., SPEC. SPLOŠNE MEDICINE, ORDINACIJA SPLOŠNE MEDICINE",CESTA ZMAGE 1,1410 ZAGORJE OB SAVI,03 56 55 017,https://www.zadm.si/
4226281,Zasebni,OE LJUBLJANA,"Družinski, otroški in šolski zdravnik",250000,"ZASEBNA AMBULANTA SPLOŠNE MEDICINE MAJDA ŽAGAR, DR. MED.",MEJAČEVA ULICA 3,1353 BOROVNICA,01 754 83 00,http://www.zdravniki-zobozdravniki.net
3092017,Zasebni,OE LJUBLJANA,"Družinski, otroški in šolski zdravnik",250000,"ZASEBNA AMBULANTA SPLOŠNE MEDICINE STANE PTIČAR, DR.MED.",PONOVIŠKA CESTA 6,1270 LITIJA,01 898 34 54,https://www.zdravniki-zobozdravniki.net/clan/Stane-PTICAR-711/
3091974,Zasebni,OE LJUBLJANA,"Družinski, otroški in šolski zdravnik",250000,"ZASEBNA AMBULANTA SPLOŠNE MEDICINE TANJA PTIČAR, DR.MED.",PONOVIŠKA CESTA 6,1270 LITIJA,(01) 89 83 454,https://www.zdravniki-zobozdravniki.net/clan/Tanja-PTICAR-710/
3961800,Zasebni,OE LJUBLJANA,"Družinski, otroški in šolski zdravnik",250000,ZASEBNA SPECIALISTIČNA SPLOŠNA ORDINACIJA VOJKA KOSTEVC S.P.,SAVSKA CESTA 10,1000 LJUBLJANA,01 280 32 52,http://www.ordinacija-kostevc.si/
4156539,Zasebni,OE LJUBLJANA,"Družinski, otroški in šolski zdravnik",250000,ZAVOD ZA ZDRAVSTVENE DEJAVNOSTI IN SVETOVANJE - EVITA,CESTA POD SLIVNICO 21,1380 CERKNICA,01 705 05 51,https://www.zavodevita.si/
3221957,Zasebni,OE LJUBLJANA,"Družinski, otroški in šolski zdravnik",250000,ZAVODNIK KRUPENKO TATJANA - ZASEBNA SPLOŠNA ORDINACIJA,TRŽNA ULICA 3,1000 LJUBLJANA,01 519 43 53,https://www.zdravniki-zobozdravniki.net/clan/Tatjana-ZAVODNIK-KRUPENKO-103/
8125523,Zasebni,OE LJUBLJANA,"Družinski, otroški in šolski zdravnik",250000,ZDRAVJE FIT MEDICINSKI CENTER ZDRAVNIK D.O.O.,TRIGLAVSKA ULICA 6,1000 LJUBLJANA,01 780 72 20,http://www.zd-videm.si
2663479,Zasebni,OE LJUBLJANA,"Družinski, otroški in šolski zdravnik",250000,ZDRAVSTVENI CENTER LORENA D.O.O,DUNAJSKA CESTA 405,1231 LJUBLJANA - ČRNUČE,,http://www.lorena.si
4979124,Zasebni,OE LJUBLJANA,"Družinski, otroški in šolski zdravnik",250000,ZDRAVSTVENI ZAVOD MULTIMEDICUS,UTIK 52,1217 VODICE,082 015 361,http://www.zzmm.si
476788,Zasebni,OE LJUBLJANA,"Družinski, otroški in šolski zdravnik",250000,ZDRAVSTVENI ZAVOD REVITA,PERIČEVA ULICA 31,1000 LJUBLJANA,01/ 234-02-22,https://www.zzrevita.si/
656012,Zasebni,OE LJUBLJANA,"Družinski, otroški in šolski zdravnik",250000,ZDRAVSTVENI ZAVOD ZDRAVJE LJUBLJANA,VILHARJEV PODHOD 1,1000 LJUBLJANA,01 436 82 17,https://www.zzzdravje.si/si
4344519,Zasebni,OE LJUBLJANA,"Družinski, otroški in šolski zdravnik",250000,"ZUPAN MANCA, DR.MED. ZASEBNA SPLOŠNA AMBULANTA SPEC. SPL. MED.",NOVI DOM 11,1430 HRASTNIK,03 565 44 65,https://ezdravnik.si/zdravnik/manca-zupan/
6504025,Zasebni,OE LJUBLJANA,"Družinski, otroški in šolski zdravnik",250000,ZVEZDANA JABLANOV - AMBULANTA DRUŽINSKE MEDICINE DOBROVA,ULICA VLADIMIRJA DOLNIČARJA 11,1356 DOBROVA,01 364 23 10,https://www.zdravniki-zobozdravniki.net/clan/Zvezdana-JABLANOV-1430/
3434270,Zasebni,OE LJUBLJANA,Specialist,250000,COLJA LOVŠIN BRANKA - ZASEBNA GINEKOLOŠKA ORDINACIJA,LINHARTOVA CESTA 5,1000 LJUBLJANA,01 434 05 10,
7995315,Zasebni,OE LJUBLJANA,Specialist,250000,"DR. IRINA VOSTRUEVA, SPECIALISTIČNA ZDRAVSTVENA DEJAVNOST, D.O.O.",PERIČEVA ULICA 29,1000 LJUBLJANA,(01) 436 43 00,https://ginekologijabezigrad.si/
7663617,Zasebni,OE LJUBLJANA,Specialist,250000,"GINEKOLOGIJA MEGLIČ, SPECIALISTIČNA DEJAVNOST NA PODROČJU GINEKOLOGIJE, PERINATOLOGIJE, ULTRAZVOČNE DIAGNOSTIKE, OPERATIVNE IN ESTETSKE GINEKOLOGIJE, D.O.O.",CESTA 25,8213 VELIKI GABER,01 439 49 10,http://www.ginekologijameglic.si
3137317,Zasebni,OE LJUBLJANA,Specialist,250000,ILIJAŠ KOŽELJ MARIJA - GINEKOLOŠKA AMBULANTA,ROBOVA CESTA 6,1360 VRHNIKA,(01) 750 45 39,https://www.zdravniki-zobozdravniki.net/clan/Marija-ILIJAS-KOZELJ-377/
6555560,Zasebni,OE LJUBLJANA,Specialist,250000,"KATARINA JERMAN, DR. MED., AMBULANTA ZA GINEKOLOGIJO IN PORODNIŠTVO",METELKOVA ULICA 15,1000 LJUBLJANA,(01) 439 26 50,http://ginekologija-jerman.si
3156072,Zasebni,OE LJUBLJANA,Specialist,250000,KRIŽAJ ZILJANA - ORDINACIJA GINEKOLOGIJE IN PORODNIŠTVA,CESTA V MESTNI LOG 55,1000 LJUBLJANA,(01) 283 42 98,https://www.ginekolog-ljubljana.si/
724054,Zasebni,OE LJUBLJANA,Specialist,250000,"MD MEDICINA, ZDRAVSTVENE IN DRUGE STORITVE, D.O.O.",BOHORIČEVA ULICA 5,1000 LJUBLJANA,,http://www.md-medicina.si
3759652,Zasebni,OE LJUBLJANA,Specialist,250000,MLINARIČ MARKO - GINEKOLOG IN PORODNIČAR,CESTA ZMAGE 1,1410 ZAGORJE OB SAVI,03 565 50 38,https://www.ginekoloska-ambulanta.si/
3433899,Zasebni,OE LJUBLJANA,Specialist,250000,ROJNIK BARBARA - GINEKOLOŠKA ORDINACIJA,METELKOVA ULICA 15,1000 LJUBLJANA,(01) 439 69 20,
4322776,Zasebni,OE LJUBLJANA,Specialist,250000,"SISTEMIS ZDRAVSTVENA IN POSLOVNA DEJAVNOST, D.O.O.",VURNIKOVA ULICA 9,1000 LJUBLJANA,(01) 518 54 05,https://www.zdravniki-zobozdravniki.net/clan/Jasmina-ANTONIC-BABNIK-1137/
4975443,Zasebni,OE LJUBLJANA,Specialist,250000,"TADEJA ŠTRUMBELJ, DR.MED., ZASEBNI ZDRAVSTVENI ZAVOD ŠTRUMBELJ",NA PALCAH 2,1211 LJUBLJANA - ŠMARTNO,(01) 565 40 69,https://www.zzz-strumbelj.si/
3155978,Zasebni,OE LJUBLJANA,Specialist,250000,TATALOVIČ RATKO - AMBULANTA GINEKOLOGIJE IN PORODNIŠTVA,TBILISIJSKA ULICA 59,1000 LJUBLJANA,(01) 257 47 90,http://www.ginekolog-tatalovic.si
3668582,Zasebni,OE LJUBLJANA,Specialist,250000,ZDRAVSTVENI CENTER DRAVLJE D.O.O.,CESTA NA POLJANE 24,1210 LJUBLJANA - ŠENTVID,051 336 847,"http://www.noseca.com , www.neplodnost.com"
179839,Zasebni,OE LJUBLJANA,Zdravstveni dom,250000,SŽ - ŽELEZNIŠKI ZDRAVSTVENI DOM LJUBLJANA,CELOVŠKA CESTA 4,1000 LJUBLJANA,(01) 33 05 101,http://www.zzd.si/
4254688,Zasebni,OE LJUBLJANA,Zobozdravnik,250000,"0.4, ZOBOZDRAVSTVENE STORITVE D.O.O.",POLHOV GRADEC 13,1355 POLHOV GRADEC,,
2780239,Zasebni,OE LJUBLJANA,Zobozdravnik,250000,32 D.O.O. ZDRAVSTVO IN ZOBOZDRAVSTVO,ULICA BRATOV BABNIK 10,1000 LJUBLJANA,,
4290312,Zasebni,OE LJUBLJANA,Zobozdravnik,250000,"32BISEROV, D.O.O., ZOBNA AMBULANTA ALENKA GRAHEK MIHOVEC, DR. DENT. MED.",GORENJA VAS - RETEČE 58 B,1215 MEDVODE,059 059 001,
2831490,Zasebni,OE LJUBLJANA,Zobozdravnik,250000,"AERODENT, ZOBOZDRAVSTVO, D.O.O.",BRIGADIRSKA CESTA 16,1360 VRHNIKA,(01) 755 73 10,
4729449,Zasebni,OE LJUBLJANA,Zobozdravnik,250000,ALENKA IVANČIČ DR. DENT. MED. ZASEBNA ZOBNA ORDINACIJA,KOMENSKEGA ULICA 19,1000 LJUBLJANA,01/434 49 04,http://www.ivancici.si/
6124094,Zasebni,OE LJUBLJANA,Zobozdravnik,250000,ANKA PERPAR - BELI DENT ZOBNA ORDINACIJA,SOKOLSKA ULICA 5,1295 IVANČNA GORICA,,http://www.slovenski-zobozdravniki.si/anka-perpar
3961188,Zasebni,OE LJUBLJANA,Zobozdravnik,250000,"APEX-T.A ZOBOZDRAVSTVO, STORITVE IN TRGOVINA D.O.O.",NOVI DOM 11,1430 HRASTNIK,03 565 44 61,https://apex-ta.si/
617685,Zasebni,OE LJUBLJANA,Zobozdravnik,250000,BABIT ZOBOZDRAVSTVENI CENTER D.O.O.,KOLEZIJSKA ULICA 25,1000 LJUBLJANA,(01) 283 61 70,https://www.babit.si/
3096695,Zasebni,OE LJUBLJANA,Zobozdravnik,250000,BAN-FRIŠČIČ GORDANA - DOKTOR STOMATOLOGIJE,ULICA OTONA ŽUPANČIČA 3,5280 IDRIJA,,
3181438,Zasebni,OE LJUBLJANA,Zobozdravnik,250000,BOLJKA DUŠA - ZOBNA ORDINACIJA,LITIJSKA CESTA 43,1000 LJUBLJANA,01/548 01 05,http://www.slovenski-zobozdravniki.si/dusa-boljka
3579790,Zasebni,OE LJUBLJANA,Zobozdravnik,250000,CVELBAR JUDITA - ZASEBNA ZOBOZDRAVSTVENA ORDINACIJA,CESTA 6. MAJA 11,1360 VRHNIKA,(01) 755 37 85,http://www.slovenski-zobozdravniki.si/judita-cvelbar
5189793,Zasebni,OE LJUBLJANA,Zobozdravnik,250000,CYCLOPET RADIOFARMAKI IN DIAGNOSTIKA D.O.O.,MARTINČEVA ULICA 30,1000 LJUBLJANA,01/437 01 61,http://www.zobest.si
7477715,Zasebni,OE LJUBLJANA,Zobozdravnik,250000,"DEJAN STOJANOV, DR.DENT.MED. ZASEBNI ZOBOZDRAVNIK",JEZERO 1,1352 PRESERJE,(01) 363 30 70,https://zobar.eu/
3746308,Zasebni,OE LJUBLJANA,Zobozdravnik,250000,"DENTAL DESIGN, ZOBOZDRAVSTVENE IN ZOBOTEHNIČNE STORITVE, SVETOVANJE, UVOZ IN IZVOZ, D.O.O.",JAVORŠKOVA ULICA 9,1315 VELIKE LAŠČE,041/331 199,https://www.dentaldesign.si
4109013,Zasebni,OE LJUBLJANA,Zobozdravnik,250000,DENTALNI STUDIO BARBARA ŠKRLJ GOLOB,ULICA NIKOLA TESLA 19,1230 DOMŽALE,00 386 512 209 99,http://www dentalnistudio.com
3195712,Zasebni,OE LJUBLJANA,Zobozdravnik,250000,"DENTART D.O.O., ZOBOZDRAVSTVENA DEJAVNOST",PETKOVŠKOVO NABREŽJE 57,1000 LJUBLJANA,051 654 674,http://www.dentart.si/
4669390,Zasebni,OE LJUBLJANA,Zobozdravnik,250000,"DENTEX, ZOBOZDRAVSTVENE STORITVE, D.O.O.",CESTA V MESTNI LOG 55,1000 LJUBLJANA,,http://www.dentex.si/
742835,Zasebni,OE LJUBLJANA,Zobozdravnik,250000,"DEPIK PODJETJE ZA PROIZVODNJO, INTELEKTUALNE STORITVE IN TRGOVINO D.O.O., LJUBLJANA",CESTA 24. JUNIJA 31,1231 LJUBLJANA - ČRNUČE,,
4461820,Zasebni,OE LJUBLJANA,Zobozdravnik,250000,DERMASTJA DIMOV DESISLAVA - ZASEBNA ZOBOZDRAVSTVENA ORDINACIJA,CESTA LJUBLJANSKE BRIGADE 23,1000 LJUBLJANA,05 903 35 05,https://www.zdravniki-zobozdravniki.net/clan/Desislava-DERMASTJA-1087/#ordinacija
3092020,Zasebni,OE LJUBLJANA,Zobozdravnik,250000,DIKIĆ KRSTINIĆ SNEŽANA - ZOBOZDRAVSTVO ODRASLIH,PARTIZANSKA POT 8 A,1270 LITIJA,,http://zobozdravstvo-dikic-krstinic.si/
4449791,Zasebni,OE LJUBLJANA,Zobozdravnik,250000,DINA ŠKRBINC DR. DENT. MED. - ZOBOZDRAVSTVENA ORDINACIJA,MIRJE 2,1000 LJUBLJANA,(01)200 51 21,https://www.zobozdravnik-skrbinc.si/
3562716,Zasebni,OE LJUBLJANA,Zobozdravnik,250000,DOBNIKAR IRENA - ZASEBNA ZOBNA ORDINACIJA,NOVI TRG 26,1241 KAMNIK,,
3410781,Zasebni,OE LJUBLJANA,Zobozdravnik,250000,"DODODENT, ZDRAVSTVENE STORITVE IN TRGOVINA, D.O.O.",JELOVŠKOVA ULICA 7,1230 DOMŽALE,059 059 000,
2694806,Zasebni,OE LJUBLJANA,Zobozdravnik,250000,"ESPOIR STORITVE IN TRGOVINA, D.O.O.",DUNAJSKA CESTA 59,1000 LJUBLJANA,03/565 50 27,https://ezdravnik.si/zdravnik/zasebna-ambulanta-espoir-d-o-o/
