zzzsSt,vrsta,oe,tip,sifOe,naziv,naslov,posta,tel,splStran,popravljeno
5604268,Zasebni,OE MARIBOR,Patronaža,260000,"PATRONAŽKA, PATRONAŽA, ZDRAVSTVENA NEGA IN BABIŠTVO, D.O.O.",ULICA 30. MAJA 12,2341 LIMBUŠ,041/207 255,http://patronaza.si/clanice/oe-zzzs-maribor/stanislava-krajnc,2021-03-10T07:50:36Z
4225056,Zasebni,OE MARIBOR,Patronaža,260000,"PATRONAŽNA ZDRAVSTVENA NEGA IN BABIŠTVO - ANITA GAJŠT, V.M.S.",ŠOLSKA ULICA 16,2310 SLOVENSKA BISTRICA,041/221 059,http://patronaza.si/clanice/oe-zzzs-maribor/anita-gajt,2021-03-10T07:50:23Z
5577534,Zasebni,OE MARIBOR,Patronaža,260000,PATRONAŽNA ZDRAVSTVENA NEGA IN BABIŠTVO KRAJNC ANDREJA VMS,SLADKI VRH 5,2214 SLADKI VRH,051 394 283,,2021-03-10T07:50:36Z
5563718,Zasebni,OE MARIBOR,Patronaža,260000,PATRONAŽNA ZDRAVSTVENA NEGA IN BABIŠTVO LUPŠA PATRICIJA D.M.S.,MLADINSKA ULICA 38,2212 ŠENTILJ V SLOV. GORICAH,041 355 210,http://patronaza.si/clanice/oe-zzzs-maribor/patricija-lupa,2021-03-10T07:50:36Z
4226355,Zasebni,OE MARIBOR,Patronaža,260000,PATRONAŽNA ZDRAVSTVENA NEGA IN BABIŠTVO ZLATKA NAPAST D.M.S,CESTA TALCEV 16,2327 RAČE,031/562 849,http://patronaza.si/clanice/oe-zzzs-maribor/zlatka-napast,2021-03-10T07:50:23Z
4221986,Zasebni,OE MARIBOR,Patronaža,260000,"PATRONAŽNO VARSTVO, TATJANA PLEVNIK DIPL.MED.SES.",BISTRIŠKA CESTA 62,2319 POLJČANE,041/238 965,http://patronaza.si/clanice/oe-zzzs-maribor/tatjana-plevnik,2021-03-10T07:50:22Z
4107671,Zasebni,OE MARIBOR,Patronaža,260000,ROJS METKA DMS - PATRONAŽA ZDRAVSTVENA NEGA IN BABIŠTVO,LAPORJE 50,2318 LAPORJE,041/ 614 023,,2021-03-10T07:50:18Z
6237029,Zasebni,OE MARIBOR,Patronaža,260000,"SOVALIN, BABIŠTVO, PATRONAŽA IN ZDRAVSTVENA NEGA, D.O.O.",KARDELJEVA CESTA 76,2000 MARIBOR,041 361 630,,2021-03-10T07:50:40Z
4156786,Zasebni,OE MARIBOR,Patronaža,260000,"SUZANA CELAN MORI, VIŠJA MED. SESTRA PATRONAŽA IN ZDRAVSTVENA NEGA",SMOLNIK 7 C,2342 RUŠE,040/611 765,http://patronaza.si/clanice/oe-zzzs-maribor/suzana-celan,2021-03-10T07:50:21Z
5889502,Zasebni,OE MARIBOR,Patronaža,260000,ZASEBNA PATRONAŽNA DEJAVNOST NATAŠA LJUBEC DIPL. M. S.,VINTAROVCI 26 B,2253 DESTRNIK,031 783 683,http://patronaza.si/clanice/oe-zzzs-maribor/mia-franges,2021-03-10T07:50:38Z
4157764,Zasebni,OE MARIBOR,Patronaža,260000,"ZASEBNA PATRONAŽNA ZDRAVSTVENA DEJAVNOST, MINKA VIČAR",VIČANCI 16,2274 VELIKA NEDELJA,041/775 318,http://www.vicar.si/patronaza/VicarMinka.html,2021-03-10T07:50:21Z
5773540,Zasebni,OE MARIBOR,Patronaža,260000,"ZAVOD ZA PATRONAŽNO VARSTVO IN DOLGOTRAJNO OSKRBO NA DOMU,NEŠIĆ MAJDA,ŽIKARCE",ŽIKARCE 1 A,2242 ZGORNJA KORENA,031 207 022,http://patronaza.si/clanice/oe-zzzs-maribor/majda-nesic,2021-03-10T07:50:37Z
5585421,Zasebni,OE MARIBOR,Patronaža,260000,"ZAVOD ZA PATRONAŽO IN DOLGOTRAJNO OSKRBO NA DOMU, HRIBERŠEK DANICA, LOVRENC NA POHORJU",OB RADOLJNI 47,2344 LOVRENC NA POHORJU,051/ 244 049,http://patronaza.si/clanice/oe-zzzs-maribor/danica-hribersek,2021-03-10T07:50:36Z
6375740,Zasebni,OE MARIBOR,Patronaža,260000,"ZDRAVSTVENI ZAVOD ZA PATRONAŽO ALBINA DREVENŠEK, ZGORNJI DUPLEK",ZGORNJI DUPLEK 103 A,2241 SPODNJI DUPLEK,041 570 443,http://patronaza.si/clanice/oe-zzzs-maribor/albina-drevensek,2021-03-10T07:50:41Z
5801330,Zasebni,OE MARIBOR,Patronaža,260000,"ZDRAVSTVENO SVETOVALNI ZAVOD MERC, VISOLE",VISOLE 166 A,2310 SLOVENSKA BISTRICA,031 683 128,http://patronaza.si/clanice/oe-zzzs-maribor/aleksandra-mernik-merc,2021-03-10T07:50:38Z
258872,Zasebni,OE MARIBOR,Posebni zavod,260000,DRUŠTVO SOŽITJE MEDOBČINSKO DRUŠTVO ZA POMOČ OSEBAM Z MOTNJAMI V DUŠEVNEM RAZVOJU PTUJ,RAJŠPOVA ULICA 20,2250 PTUJ,02 748 18 43,www.sozitje-ptuj.si,2021-03-10T07:49:49Z
154860,Zasebni,OE MARIBOR,Posebni zavod,260000,MEDOBČINSKO DRUŠTVO SOŽITJE - DRUŠTVO ZA POMOČ OSEBAM Z MOTNJAMI V DUŠEVNEM RAZVOJU MARIBOR,TRUBARJEVA ULICA 15,2000 MARIBOR,02 252 78 88,http://www.sozitje-maribor.si/,2021-03-10T07:49:48Z
4408711,Zasebni,OE MARIBOR,Posebni zavod,260000,"NAPREJ, CENTER ZA OSEBE S PRIDOBLJENO MOŽGANSKO POŠKODBO MARIBOR",ULICA HEROJA JEVTIČA 9,2000 MARIBOR,0591 23001,http://www.center-naprej.si/,2021-03-10T07:50:29Z
3425356,Zasebni,OE MARIBOR,Reševalni prevoz,260000,"BERGHAUS, ZDRAVSTVENE STORITVE, TRGOVINA, GOSTINSTVO, NAJEMI IN PROMET, D.O.O.",MAGDALENSKI TRG 7,2000 MARIBOR,"(02) 429 72 27, (031) 584 980",www.resevalniprevozi.si,2021-03-10T07:50:09Z
3573459,Zasebni,OE MARIBOR,Reševalni prevoz,260000,"CROMEX-SMOGAVC, TRGOVINA IN NEURGENTNI ZDRAVSTVENI PREVOZI, D.O.O.",ULICA POHORSKEGA BATALJONA 1,2317 OPLOTNICA,02 818 01 02,,2021-03-10T07:50:12Z
795802,Zasebni,OE MARIBOR,Reševalni prevoz,260000,"DAVA STORITVENO, PROIZVODNO IN TRGOVSKO PODJETJE D.O.O.",GASILSKA ULICA 3,2352 SELNICA OB DRAVI,02 671 20 04,www.dava.si,2021-03-10T07:49:54Z
720049,Zasebni,OE MARIBOR,Reševalni prevoz,260000,"KA & UP ZASTOPANJE, POSREDOVANJE, TRGOVINA IN STORITVE D.O.O.",OSOJNIKOVA CESTA 9,2250 PTUJ,041/ 647 966,https://kaup.si/,2021-03-10T07:49:53Z
641496,Zasebni,OE MARIBOR,Reševalni prevoz,260000,MODMED PODJETJE ZA ZDRAVSTVENO DEJAVNOST D.O.O.,POTRČEVA CESTA 17,2250 PTUJ,080 72 50,www.modmed.si,2021-03-10T07:49:52Z
340698,Zasebni,OE MARIBOR,Reševalni prevoz,260000,REŠILEC PODJETJE ZA ZDRAVSTVENE IN DRUGE STORITVE D.O.O.,ŠOBER 2 A,2354 BRESTERNICA,"02 300 10 00, 031 675 303",www.resilec.si,2021-03-10T07:49:50Z
2684970,Zasebni,OE MARIBOR,Reševalni prevoz,260000,"REŠILKO, NEURGENTNI PREVOZI IN STORITVE, D.O.O.",PESNICA PRI MARIBORU 68,2211 PESNICA PRI MARIBORU,"02 640 02 81, 041 644 700",www.resilko.si,2021-03-10T07:49:56Z
649836,Zasebni,OE MARIBOR,Reševalni prevoz,260000,SANTRA REŠEVALNI PREVOZI D.O.O.,MASARYKOVA ULICA 26,2000 MARIBOR,02 613 22 37,www.santra.si,2021-03-10T07:49:52Z
3135532,Zasebni,OE MARIBOR,Socialni zavod,260000,CSO ORMOŽ CENTER ZA STAREJŠE OBČANE D.O.O.,ULICA DR. HROVATA 10 A,2270 ORMOŽ,051 376 758,https://www.cso-ormoz.si/,2021-04-18T23:11:18Z
5091112,Zasebni,OE MARIBOR,Socialni zavod,260000,"DOM POD GORCO, DRUŽBA ZA BIVANJSKO OSKRBO, D.O.O.",PEKRSKA CESTA 56,2000 MARIBOR,02 480 56 00,https://www.dompodgorco.si/,2021-03-10T07:50:34Z
817904,Zasebni,OE MARIBOR,Socialni zavod,260000,"DOM STAREJŠIH IDILA DRUŽBA ZA STORITVE, SVETOVANJE IN TRGOVINO D.O.O.",VUKOVSKI DOL 30,2221 JARENINA,02 655 66 50,http://www.domstarejsihidila.si/,2021-03-10T07:49:54Z
4392295,Zasebni,OE MARIBOR,Socialni zavod,260000,"DOM STAREJŠIH OBČANOV LENART, DRUŽBA ZA STORITVE, D.O.O.",GUBČEVA ULICA 5,2230 LENART V SLOV. GORICAH,05 922 11 00,https://www.domlenart.si/,2021-03-10T07:50:29Z
5749561,Zasebni,OE MARIBOR,Socialni zavod,260000,SENECURA DOM STAREJŠIH OBČANOV HOČE - SLIVNICA D.O.O.,POLANSKA CESTA 7,2312 OREHOVA VAS,,,2022-05-09T23:11:03Z
3517099,Zasebni,OE MARIBOR,Socialni zavod,260000,SENECURA DOM STAREJŠIH OBČANOV MARIBOR D.O.O.,CESTA OSVOBODILNE FRONTE 43,2000 MARIBOR,02 471 64 00,https://maribor.senecura.si/,2021-03-10T07:50:11Z
3700512,Zasebni,OE MARIBOR,Specialist,260000,ALVEOLA INTERNISTIČNI AMBULANTNI DIAGNOSTIČNI CENTER D.O.O.,ŽIDOVSKA ULICA 2,2000 MARIBOR,(02) 234 88 00,www.alveola.si,2021-03-10T07:50:13Z
5649502,Zasebni,OE MARIBOR,Specialist,260000,"AMBULANTA ROSIČ, ZDRAVSTVENE STORITVE IN SVETOVANJE, D.O.O.",POT V TOPLICE 9,2250 PTUJ,02 788 52 00,www.ambulanta-rosic.si,2021-03-10T07:50:36Z
5636453,Zasebni,OE MARIBOR,Specialist,260000,"AMBULANTA TOMINC, ZDRAVSTVENA DEJAVNOST, D.O.O.",POT V TOPLICE 9,2250 PTUJ,(02) 787 08 06,"https://s-tominc.si/, https://www.b-tominc.si/",2021-03-10T07:50:36Z
5643558,Zasebni,OE MARIBOR,Specialist,260000,"AMBULANTA ČEBELICA, DRUŽBA ZA ZDRAVSTVENE STORITVE, SVETOVANJE IN IZOBRAŽEVANJE, D.O.O.",LAVRIČEVA ULICA 1 A,2000 MARIBOR,(02) 250 26 33,www.cebelica.net,2021-03-10T07:50:36Z
736827,Zasebni,OE MARIBOR,Specialist,260000,ARCHIMED PODJETJE ZA ZDRAVSTVENO DEJAVNOST TER PROJEKTIRANJE D.O.O.,RAZLAGOVA ULICA 24,2000 MARIBOR,(02) 250 05 16,www.archimed.si,2021-03-10T07:49:53Z
4136903,Zasebni,OE MARIBOR,Specialist,260000,BORKO LUCIJAN - ORTOPEDSKA SPECIJALISTIČNA AMBULANTA,VALVASORJEVA ULICA 38,2000 MARIBOR,(02) 332 76 97,www.ortopedija.si,2021-03-10T07:50:20Z
3190121,Zasebni,OE MARIBOR,Specialist,260000,"BUDISAVLJEVIĆ MILORAD, DR.MED. - INTERNISTIČNO-PULMOLOŠKA SPECIALISTIČNA ORDINACIJA",ŠPINDLERJEVA ULICA 1,2250 PTUJ,02/787-04-50,https://www.zdravniki-zobozdravniki.net/clan/Milorad-BUDISAVLJEVIC-1569/,2021-03-10T07:50:06Z
5105205,Zasebni,OE MARIBOR,Specialist,260000,"DERMATOLOGIJA MAJA KALAČ PANDUROVIĆ, ZDRAVSTVENE IN DRUGE STORITVE, D.O.O.",GOSPOSVETSKA CESTA 41,2000 MARIBOR,(02) 250 25 75,www.derma-mkp.si,2021-03-10T07:50:35Z
5092135,Zasebni,OE MARIBOR,Specialist,260000,"DIGITALNA SLIKOVNA DIAGNOSTIKA, MEDICINSKA DIAGNOSTIKA IN DRUGE STORITVE, D.O.O.",PUHOVA ULICA 9 A,2250 PTUJ,02 772 07 31,https://dsd-ptuj.eu/,2021-03-10T07:50:34Z
3439874,Zasebni,OE MARIBOR,Specialist,260000,DR.POŠTENJAK SPECIALISTIČNA PSIHIATRIČNA AMBULANTNA DEJAVNOST D.O.O.,CANKARJEVA ULICA 6,2000 MARIBOR,(02) 250 29 50,www.cakalnedobe.si/ambulante/dr-postenjak,2021-03-10T07:50:10Z
6063507,Zasebni,OE MARIBOR,Specialist,260000,"GINEKOMED FORUM, ZDRAVSTVENE STORITVE IN SVETOVANJE, D.O.O.",CANKARJEVA ULICA 6 D,2000 MARIBOR,(02) 228 20 95,www.ezdravnik.si/zdravnik/zavrsnik-mihic,2021-03-10T07:50:39Z
736813,Zasebni,OE MARIBOR,Specialist,260000,INTERMED PODJETJE ZA ZDRAVSTVENO DEJAVNOST D.O.O.,AŠKERČEVA ULICA 7,2000 MARIBOR,02 620 34 00,www.intermed.si,2021-03-10T07:49:53Z
5088665,Zasebni,OE MARIBOR,Specialist,260000,INTERNISTIČNO PULMOLOŠKA AMBULANTA DR. BOMBEK D.O.O.,PARTIZANSKA ULICA 30,2310 SLOVENSKA BISTRICA,(02) 843 31 98,https://ambulanta-bombek.si/,2021-03-10T07:50:34Z
4032705,Zasebni,OE MARIBOR,Specialist,260000,KARDIOMED INTERNISTIČNA IN KARDIOLOŠKA AMBULANTA D.O.O.,TRSTENJAKOVA ULICA 5,2250 PTUJ,(02) 748 12 50,https://www.zdravniki-zobozdravniki.net/clan/Stanko-JANZEKOVIC-214/,2021-03-10T07:50:17Z
5681430,Zasebni,OE MARIBOR,Specialist,260000,KIRURŠKI CENTER TOŠ D.O.O.,OSOJNIKOVA CESTA 9,2250 PTUJ,(02) 780 09 00,https://www.kc-tos.si/,2021-03-10T07:50:36Z
4347395,Zasebni,OE MARIBOR,Specialist,260000,KLINIČNI PSIHOLOG SPECIALIST PSIHOTERAPEVT MAG. HERMINA MERC,KRPANOVA ULICA 19,2000 MARIBOR,02 252 29 99,http://www.klinicno-psiholoska-ordinacija-s-koncesijo-hermina-merc.si/,2021-04-01T23:11:38Z
603660,Zasebni,OE MARIBOR,Specialist,260000,"MDT & T PODJETJE ZA MEDICINSKO DIAGNOSTIKO, TERAPIJO IN TEHNOLOGIJO D.O.O.",LAVRIČEVA ULICA 1,2000 MARIBOR,"02 23 53 552, 02 23 53 553, 02 23 53 555",www.mdt.si,2021-03-10T07:49:51Z
4336150,Zasebni,OE MARIBOR,Specialist,260000,"MEDICINSKO TERMALNI CENTER FONTANA, ZDRAVSTVO IN REKREACIJA, D.O.O.",KOROŠKA CESTA 172,2000 MARIBOR,(02) 234 41 24,www.fontana.si,2021-03-10T07:50:26Z
3790740,Zasebni,OE MARIBOR,Specialist,260000,"MILUMED, ZDRAVSTVENE STORITVE D.O.O.",LANGUSOVA ULICA 8,2250 PTUJ,(02) 780 09 30,https://ginekologija-lukman.si/,2021-03-10T07:50:14Z
3096175,Zasebni,OE MARIBOR,Specialist,260000,NEUDAUER-RESNIK LJUBA - SPECIALIST IZ OFTALMOLOGIJE,PANONSKA ULICA 5,2250 PTUJ,(02) 748 16 90,https://www.zdravniki-zobozdravniki.net/clan/Ljuba-NEUDAUER-RESNIK-222/,2021-03-10T07:50:01Z
3920800,Zasebni,OE MARIBOR,Specialist,260000,OFTAMED SPECIALISTIČNA AMBULANTNA DEJAVNOST D.O.O.,ULICA MOŠE PIJADA 21 B,2000 MARIBOR,02 252 66 43,www.oftamed.si,2021-03-10T07:50:16Z
5092379,Zasebni,OE MARIBOR,Specialist,260000,"OKUMED, DRUŽBA ZA OPRAVLJANJE OČESNE ZDRAVSTVENE DEJAVNOSTI, D.O.O.",ŽOLGARJEVA ULICA 7,2000 MARIBOR,(02) 332 51 40,www.cakalnedobe.si/ambulante/okumed,2021-03-10T07:50:34Z
861783,Zasebni,OE MARIBOR,Specialist,260000,"OPTIKA KAMELEON INŽENIRING, TRGOVINA IN STORITVE D.O.O.",SLOVENSKA ULICA 17,2000 MARIBOR,"02 250 13 04, 02 252 42 77",www.optikakameleon.si,2021-03-10T07:49:55Z
4111141,Zasebni,OE MARIBOR,Specialist,260000,"OČESNA ORDINACIJA ANDREJ VERK, DR. MED., SPEC. OFTALMOLOG",LJUBLJANSKA CESTA 80,2310 SLOVENSKA BISTRICA,041 412 126,http://www.okulistikaverk.si/,2021-03-10T07:50:20Z
5798341,Zasebni,OE MARIBOR,Specialist,260000,"OČESNI CENTER HUDOVERNIK, SPECIALISTIČNA AMBULANTNA DEJAVNOST, D.O.O.",SVEČINA 3,2201 ZGORNJA KUNGOTA,(02) 614 42 79,www.oc-hudovernik.si,2021-08-17T23:11:04Z
734107,Zasebni,OE MARIBOR,Specialist,260000,"POLIKLINIKA AMBER, ZDRAVSTVENE STORITVE, D.O.O.",LJUBLJANSKA ULICA 9,2000 MARIBOR,(02) 420 77 55,www.poliklinika-amber.si,2021-03-10T07:49:53Z
3078858,Zasebni,OE MARIBOR,Specialist,260000,RADIOMED SVETOVANJE IN SERVISNA DEJAVNOST S PODROČJA RADIOLOGIJE IN ULTRAZVOKA D.O.O.,GLASERJEV TRG 1,2311 HOČE,"041 370 938, 051 227 400",www.ambulantaradiomed.si,2021-03-10T07:49:59Z
2677892,Zasebni,OE MARIBOR,Specialist,260000,SANABILIS PODJETJE ZA ZDRAVSTVENE STORITVE IN TRGOVINO D.O.O.,ULICA HEROJA BRAČIČA 6,2000 MARIBOR,(02) 235 21 50,www.sanabilis.si,2021-03-10T07:49:56Z
3096542,Zasebni,OE MARIBOR,Specialist,260000,SIMONIČ MARTA - SPECIALISTIČNA INTERNISTIČNA IN DIEBETOLOŠKA AMBULANTA,ZGORNJA HAJDINA 127,2288 HAJDINA,(02) 788 30 40,https://www.zdravniki-zobozdravniki.net/clan/Marta-SIMONIC-289/,2021-03-10T07:50:01Z
4348188,Zasebni,OE MARIBOR,Specialist,260000,SPECIALISTIČNA IZVENBOLNIŠNIČNA ZDRAVSTVENA DEJAVNOST TRIPKOVIČ MILETA S.P.,CAFOVA ULICA 4,2000 MARIBOR,(02) 252 24 23,www.uz-ozilja-tripkovic.ambulanta.net/,2022-03-04T00:11:16Z
851344,Zasebni,OE MARIBOR,Specialist,260000,"SRCE IN OŽILJE ZDRAVSTVENA DEJAVNOST, TRGOVINA IN DRUGE STORITVE, D.O.O.",KREKOVA ULICA 5,2000 MARIBOR,(02) 252 12 54,www.ambulanta-gulic.si,2021-03-10T07:49:55Z
3125934,Zasebni,OE MARIBOR,Specialist,260000,TONEJC SAŠO - SPECIALIST ORTOPEDIJE,PARTIZANSKA CESTA 49,2000 MARIBOR,(02) 250 04 36,www.ortopedska-amb.si,2021-03-10T07:50:04Z
5652178,Zasebni,OE MARIBOR,Specialist,260000,"TOPMED, INTERNISTIKA, KARDIOLOGIJA IN STORITVE, D.O.O.",RAJŠPOVA ULICA 16,2250 PTUJ,(02) 779 53 01,https://www.zdravniki-zobozdravniki.net/clan/Urban-TOPLAK-359/,2021-03-10T07:50:36Z
4096494,Zasebni,OE MARIBOR,Specialist,260000,"VAŠE ZDRAVJE, ZDRAVSTVENE STORITVE, D.O.O.",KOPITARJEVA ULICA 2,2000 MARIBOR,(02) 250 16 23,www.vasezdravje.si,2021-03-10T07:50:17Z
4138631,Zasebni,OE MARIBOR,Specialist,260000,"VITA ET SOL DRUŽBA ZA ZDRAVSTVO, STORITVE, POSREDNIŠTVO, TRGOVINO IN GOSTINSTVO D.O.O.",DEVINSKA ULICA 11,2310 SLOVENSKA BISTRICA,(02) 840 13 33,https://vitaetsol.wordpress.com/,2021-03-10T07:50:20Z
4347242,Zasebni,OE MARIBOR,Specialist,260000,ZASEBNA KLINIČNO PSIHOLOŠKA AMBULANTA BARBARA VAJD LEDINEK,JEZDARSKA ULICA 2,2000 MARIBOR,(02) 620 24 50,www.zkpa.si,2021-03-10T07:50:27Z
4344399,Zasebni,OE MARIBOR,Specialist,260000,"ZASEBNA PEDOPSIHIATRIČNA AMBULANTA NATAŠA POTOČNIK DAJČMAN DR. MED., SPEC. PSIH.",JEZDARSKA ULICA 2,2000 MARIBOR,(02) 620 24 52,www.zdravniki-zobozdravniki.net/clan/Natasa-POTOCNIK-DAJCMAN-1046/,2021-03-10T07:50:27Z
4378949,Zasebni,OE MARIBOR,Specialist,260000,"ZASEBNA PSIHIATRIČNA ORDINACIJA DR. MATEJ KRAVOS, DR.MED., SPEC.PSIH.",TRG SVOBODE 26,2310 SLOVENSKA BISTRICA,(02) 843 11 46,https://www.zdravniki-zobozdravniki.net/clan/Matej-KRAVOS-1177/,2021-03-10T07:50:28Z
4232147,Zasebni,OE MARIBOR,Specialist,260000,"ZDRAV SPLET DRUŽBA ZA ZDRAVSTVENO DEJAVNOST, POSREDNIŠTVO, STORITVE, TRGOVINO, RAZISKOVANJE, RAČUNALNIŠTVO IN RAZVEDRILO D.O.O.",MEJNA ULICA 6,2000 MARIBOR,(02) 614 44 77,www.zdravsplet.si,2021-03-10T07:50:24Z
4991322,Zasebni,OE MARIBOR,Specialist,260000,"ZDRAVSTVENI CENTER FLIS, ZDRAVSTVENA DEJAVNOST IN STORITVE, D.O.O.",KOPITARJEVA ULICA 2,2000 MARIBOR,(02) 251 51 21,www.dr-flis.si,2021-03-10T07:50:34Z
4330601,Zasebni,OE MARIBOR,Specialist,260000,ZDRAVSTVENI ZAVOD FAGANELJ BUT MARIBOR,GOSPOSVETSKA CESTA 41,2000 MARIBOR,(02) 252 37 60,www.ezdravnik.si/zdravnik/faganelj-but,2021-03-10T07:50:26Z
5647290,Zasebni,OE MARIBOR,Specialist,260000,"ZDRAVSTVO BERIĆ, AMBULANTA SPLOŠNE MEDICINE IN SPECIALISTIČNA PSIHIATRIČNA ORDINACIJA, D.O.O.",OSOJNIKOVA CESTA 9,2250 PTUJ,(02) 787 64 70,https://www.zdravstvo-beric.si/,2021-03-10T07:50:36Z
4103150,Zasebni,OE MARIBOR,Specialist,260000,ŠUBIC-DIABETOLOGIJA INTERNA MEDICINA D.O.O.,LAVRIČEVA ULICA 1,2000 MARIBOR,02 251 16 66,https://www.zdravniki-zobozdravniki.net/clan/Eva-ZEMLJIC-1454,2021-05-25T23:10:54Z
4718112,Zasebni,OE MARIBOR,Zobozdravnik,260000,"AMBULANTA ZA ORALNO KIRURGIJO DENIS HASANAGIĆ, DR.DENT.MED.SPEC.",CANKARJEVA ULICA 6,2000 MARIBOR,041 645 225,http://www.slovenski-zobozdravniki.si/search,2021-03-10T07:50:33Z
4574404,Zasebni,OE MARIBOR,Zobozdravnik,260000,"ATELJE D, ZOBOZDRAVSTVO, STORITVE IN SVETOVANJE, D.O.O.",KOROŠKA CESTA 113 C,2000 MARIBOR,(02) 252 75 74,https://www.cakalnedobe.si/ambulante/atelje-d-zobozdravstvo-storitve-in-svetovanje-d-o-o,2021-03-10T07:50:32Z
3438973,Zasebni,OE MARIBOR,Zobozdravnik,260000,BARTOLIĆ-MARTINEZ ŽELJKA - ZASEBNA ZOBNA AMBULANTA,CIRKULANE 28,2282 CIRKULANE,(02) 761 04 73,https://www.cakalnedobe.si/ambulante/bartolic-martinez-zeljka-zasebna-zobna-ambulanta,2021-03-10T07:50:10Z
4519040,Zasebni,OE MARIBOR,Zobozdravnik,260000,BH AJA DRUŽBA ZA STORITVE IN SVETOVANJE D.O.O.,TRG SVOBODE 26,2310 SLOVENSKA BISTRICA,(02) 843 14 73,http://www.zobozdravstvo-bhaja.si/,2021-03-10T07:50:30Z
3208659,Zasebni,OE MARIBOR,Zobozdravnik,260000,CHUM - ZIERER VESNA - ZOBNA AMBULANTA,VRBANSKA CESTA 97,2351 KAMNICA,(02) 624 03 20,https://www.zdravniki-zobozdravniki.net/clan/Vesna-CHUM-ZIERER-668/,2021-03-10T07:50:07Z
820549,Zasebni,OE MARIBOR,Zobozdravnik,260000,"CORONA DENTIS ZOBOZDRAVSTVENA DEJAVNOST, ZOBOTEHNIČNA DEJAVNOST IN TRGOVINA D.O.O.",PESNICA PRI MARIBORU 42 C,2211 PESNICA PRI MARIBORU,(02) 654 41 30,https://www.corona-dentis.si/,2021-03-10T07:49:54Z
4107515,Zasebni,OE MARIBOR,Zobozdravnik,260000,"CUSPIS ZOBOZDRAVSTVO, TRGOVINA IN OSTALE STORITVE D.O.O.",PODGORCI 48,2273 PODGORCI,(02) 764 00 74,https://www.cakalnedobe.si/ambulante/cuspis-d-o-o-pe-ambulanta-videm-pri-ptuju,2021-03-10T07:50:18Z
5664508,Zasebni,OE MARIBOR,Zobozdravnik,260000,"DENTAL B, ZOBOZDRAVSTVENE, ZDRAVSTVENE IN DRUGE STORITVE, D.O.O.",CESTA OSVOBODILNE FRONTE 44,2000 MARIBOR,041 281 388,https://www.dental-b.si/,2021-03-10T07:50:36Z
4370487,Zasebni,OE MARIBOR,Zobozdravnik,260000,"DENTAL CENTER ZOBOZDRAVSTVO, TRGOVINA IN STORITVE D.O.O.",CANKARJEVA ULICA 23 A,2000 MARIBOR,(02) 250 09 84,https://www.cakalnedobe.si/ambulante/dental-center-zobozdravstvo-trgovina-in-storitve-d-o-o,2021-03-10T07:50:28Z
803482,Zasebni,OE MARIBOR,Zobozdravnik,260000,"DENTALEN - TERJAK, DRUŽBA ZA ZOBOZDRAVSTVENO DEJAVNOST D.O.O.",SPODNJI SLEMEN 11,2352 SELNICA OB DRAVI,(02) 252 68 57,https://www.cakalnedobe.si/ambulante/dentalen-terjak-druzba-za-zobozdravstveno-dejavnost-d-o-o,2021-03-10T07:49:54Z
4553883,Zasebni,OE MARIBOR,Zobozdravnik,260000,"DENTALNI ATELJE MATIJA BRVAR, DR. DENT. MED.",TOMŠIČEVA ULICA 23,2000 MARIBOR,(02) 250 83 61,http://dentalni-atelje.si/,2021-03-10T07:50:31Z
5091710,Zasebni,OE MARIBOR,Zobozdravnik,260000,"DENTALNI IN ESTETSKI STUDIO VB, ZOBOZDRAVSTVENE IN DRUGE ZDRAVSTVENE DEJAVNOSTI, D.O.O.",JEZDARSKA ULICA 7,2000 MARIBOR,(02) 320 58 66,https://dentalni-estetski.si/,2021-03-10T07:50:34Z
4216575,Zasebni,OE MARIBOR,Zobozdravnik,260000,"DENTALNI STUDIO MANJA PAVLIČ, DR. DENT.MED., SPEC.",GLAVNI TRG 4,2000 MARIBOR,(02) 252 43 87,http://www.dentalnistudio.info/,2021-03-10T07:50:22Z
5745940,Zasebni,OE MARIBOR,Zobozdravnik,260000,"DENTALNI STUDIO MB, ZOBOZDRAVSTVENA AMBULANTA IN STORITVE MIHAELA BENKO, DR. DENT. MED., D.O.O.",GREGORČIČEVA ULICA 1,2230 LENART V SLOV. GORICAH,040/ 336 066,http://www.drbenko.si/,2021-03-10T07:50:37Z
317177,Zasebni,OE MARIBOR,Zobozdravnik,260000,"DENTAMEDICA, TRGOVINA, ZOBOZDRAVSTVENE IN DRUGE STORITVE, D.O.O.",LJUBLJANSKA CESTA 80,2310 SLOVENSKA BISTRICA,(02) 818 53 33,https://www.cakalnedobe.si/ambulante/dentamedica-trgovina-zobozdravstvene-in-druge-storitve-d-o-o,2021-03-10T07:49:50Z
4165421,Zasebni,OE MARIBOR,Zobozdravnik,260000,DENTIN DRUŽBA ZA ZOBOZDRAVSTVENO DEJAVNOST D.O.O.,NA TRATAH 4,2250 PTUJ,02 779 63 21,http://www..slovenski-zobozdravniki.si//dentin-irena-skornik-kostanjevec,2021-03-10T07:50:21Z
5704706,Zasebni,OE MARIBOR,Zobozdravnik,260000,"DENTMED, ZOBOZDRAVSTVENE STORITVE, D.O.O.",ULICA PARIŠKE KOMUNE 42,2000 MARIBOR,(02) 331 57 41,http://www.dentmed.si/,2021-03-10T07:50:37Z
